run_id                                    , version, artifact_version              , suite, case_id                    , is_multiturn, case_failure_type, observed_mismatch, expected_tool       , actual_tool, passed, routing_correct, args_correct, failures
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R11_missing_url            , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R12_confirm_before_send    , False       , wrong_boundary   , provider_error   , clarify             ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R13_parallel_web_and_tweets, False       , wrong_tool       , provider_error   , lookup|social_search,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R14_out_of_scope_coding    , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M01_clarify_then_fill      , True        , missing_info     , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M02_carryover_timeframe    , True        , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M03_correction_handle      , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M04_clarify_then_url       , True        , missing_info     , provider_error   , fetch               ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M05_correction_limit       , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T104930277364    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M06_switch_tool            , True        , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , "ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R01_user_tweets_routing    , False       , wrong_tool       , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R02_search_tweets_routing  , False       , wrong_tool       , provider_error   , social_search       ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R03_web_news_routing       , False       , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R04_read_url_routing       , False       , wrong_tool       , provider_error   , fetch               ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R05_limit_arg              , False       , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R06_timeframe_arg          , False       , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R07_search_type_arg        , False       , wrong_arg_value  , provider_error   , social_search       ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R08_out_of_scope           , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R09_no_tool_capability     , False       , unnecessary_tool , provider_error   , no_tool             ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R10_missing_handle         , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R11_missing_url            , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R12_confirm_before_send    , False       , wrong_boundary   , provider_error   , clarify             ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R13_parallel_web_and_tweets, False       , wrong_tool       , provider_error   , lookup|social_search,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R14_out_of_scope_coding    , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M01_clarify_then_fill      , True        , missing_info     , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M02_carryover_timeframe    , True        , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M03_correction_handle      , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M04_clarify_then_url       , True        , missing_info     , provider_error   , fetch               ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M05_correction_limit       , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_gemini_20260729T105244670432    , v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M06_switch_tool            , True        , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , "ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3-flash-live is not found for API version v1beta, or is not supported for generateContent. Call ModelService.ListModels to see the list of available models and their supported methods.', 'status': 'NOT_FOUND'}}"
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R01_user_tweets_routing    , False       , wrong_tool       , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R02_search_tweets_routing  , False       , wrong_tool       , provider_error   , social_search       ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R03_web_news_routing       , False       , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R04_read_url_routing       , False       , wrong_tool       , provider_error   , fetch               ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R05_limit_arg              , False       , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R06_timeframe_arg          , False       , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R07_search_type_arg        , False       , wrong_arg_value  , provider_error   , social_search       ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R08_out_of_scope           , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R09_no_tool_capability     , False       , unnecessary_tool , provider_error   , no_tool             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R10_missing_handle         , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R11_missing_url            , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R12_confirm_before_send    , False       , wrong_boundary   , provider_error   , clarify             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R13_parallel_web_and_tweets, False       , wrong_tool       , provider_error   , lookup|social_search,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R14_out_of_scope_coding    , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M01_clarify_then_fill      , True        , missing_info     , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M02_carryover_timeframe    , True        , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M03_correction_handle      , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M04_clarify_then_url       , True        , missing_info     , provider_error   , fetch               ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M05_correction_limit       , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104751171697, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M06_switch_tool            , True        , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R01_user_tweets_routing    , False       , wrong_tool       , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R02_search_tweets_routing  , False       , wrong_tool       , provider_error   , social_search       ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R03_web_news_routing       , False       , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R04_read_url_routing       , False       , wrong_tool       , provider_error   , fetch               ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R05_limit_arg              , False       , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R06_timeframe_arg          , False       , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R07_search_type_arg        , False       , wrong_arg_value  , provider_error   , social_search       ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R08_out_of_scope           , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R09_no_tool_capability     , False       , unnecessary_tool , provider_error   , no_tool             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R10_missing_handle         , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R11_missing_url            , False       , missing_info     , provider_error   , clarify             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R12_confirm_before_send    , False       , wrong_boundary   , provider_error   , clarify             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R13_parallel_web_and_tweets, False       , wrong_tool       , provider_error   , lookup|social_search,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , R14_out_of_scope_coding    , False       , out_of_scope     , provider_error   , no_tool             ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M01_clarify_then_fill      , True        , missing_info     , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M02_carryover_timeframe    , True        , wrong_arg_value  , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M03_correction_handle      , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M04_clarify_then_url       , True        , missing_info     , provider_error   , fetch               ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M05_correction_limit       , True        , wrong_arg_value  , provider_error   , timeline            ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T104818219950, v0     , v0+peb1c8179815b+t6cdb53d5d7b8, base , M06_switch_tool            , True        , wrong_tool       , provider_error   , lookup              ,            , False , False          , False       , RuntimeError: Missing API key env var: OPENROUTER_API_KEY
